Population,Distance,AgricA,Asphalt,Churches,Schools,Tractors,MAge,Water,Cows
489,39,7644.7579,15,7.772767,24.563062,20.012492,29.493072,55.072234,82
1156,35,7193.7348,13,6.5217987,27.052885,20.79117,31.262489,55.519616,123
1131,31,6524.6481,19,7.1653206,29.367404,20.988706,32.451923,50.001356,95
695,30,9342.1275,6,8.5540274,28.499206,22.961262,31.938999,42.511067,111
720,31,6779.988,13,8.2480174,33.598955,21.168162,31.681965,45.474911,57
1633,32,5686.6621,17,7.5561329,31.911993,20.320006,32.659951,54.954664,133
389,36,4019.353,5,8.7633617,26.123636,17.845315,32.920476,48.646575,55
2570,34,4566.3265,14,13.168784,21.878718,18.937689,29.551143,64.83698,262
1949,30,5439.2451,18,7.9488682,41.022888,20.547149,27.03168,53.849845,122
1213,36,6551.1771,6,6.6435937,33.280748,19.860673,30.091629,59.184572,113
1392,29,5721.8423,12,9.879797,29.232523,20.925499,30.786774,47.812187,101
825,31,7773.8591,8,10.058795,31.699721,21.796429,29.543356,46.838916,99
754,33,5301.5644,12,7.4465729,26.569423,19.790273,29.870862,48.5211,49
1700,31,7480.0818,13,8.0591074,31.653713,21.716144,32.437823,53.833893,176
2165,30,5808.1274,28,7.2353594,38.308452,20.750895,33.01267,55.81655,154
2533,35,7957.7263,14,6.8119691,22.942187,21.295428,30.050663,65.629096,396
1315,34,2456.2393,14,7.7895724,29.895859,17.05393,29.678427,55.820027,64
1903,37,3993.5364,18,9.9937145,22.645023,17.662364,28.032995,64.818665,108
3273,35,6992.8905,17,8.7443818,22.697824,20.528521,26.558196,70.536486,500
3645,33,10064.126,21,9.8050875,17.652391,22.882377,32.662879,68.870581,680
1147,37,7242.2255,11,7.4753531,43.977416,20.201067,29.808067,59.683849,96
3610,36,5187.3404,22,9.8569404,22.295116,18.835182,24.500385,74.075617,430
1293,39,4926.6649,13,7.5342484,29.293108,17.723717,31.36321,64.005273,101
941,40,4816.2285,13,8.9982267,32.574127,17.302851,30.008784,62.150171,81
1860,31,7530.3745,16,10.773618,23.21314,21.729037,30.662119,55.192231,216
1372,36,7198.4051,17,9.6047544,26.805644,20.331398,28.62125,60.618091,129
2417,40,4929.0835,21,8.7892603,26.903493,17.362713,31.241599,73.57806,154
1944,31,5920.1097,19,9.6163287,22.94432,20.597204,32.427066,56.334762,153
521,31,6824.6899,14,6.2956151,44.493239,21.304408,30.425441,41.705197,54
160,33,3965.1445,10,8.6064088,42.981568,18.735648,30.407998,36.246803,31
1841,36,6627.3113,13,8.9351045,21.63014,20.038973,29.847571,63.396149,196
772,36,5918.3393,14,8.1280662,31.951576,19.586127,29.421881,53.364317,71
2171,32,5984.7008,20,7.2359935,26.56174,20.405994,29.279298,59.780954,235
2852,35,8182.2207,22,12.412151,18.876656,21.388702,30.726627,67.885841,469
787,33,10117.023,7,8.4384875,33.837407,22.833561,31.314788,49.680489,129
2265,32,9124.2967,17,7.8297461,26.559156,22.506216,29.642929,59.674897,362
1529,33,3536.0025,19,11.952589,24.542483,18.22681,32.677688,56.67134,89
1011,28,4825.7928,18,7.5664257,25.686649,20.35102,31.088108,43.705729,65
2843,33,6570.5508,19,10.350516,28.562981,20.662743,28.267238,65.087969,371
1055,38,7032.1619,22,9.3481344,26.296538,19.724256,30.174857,60.731052,114
2482,35,6014.1565,22,10.050492,27.105357,19.904495,29.142277,65.469736,237
2854,36,7301.8476,20,10.029613,25.682773,20.42421,28.233311,70.434916,388
335,35,5442.067,12,7.752519,31.798774,19.506706,30.89084,44.836776,51
4537,37,9159.7557,32,10.905189,20.248582,21.54555,33.910007,79.60284,718
2613,34,5928.4375,23,10.024807,21.800496,19.917002,29.003815,65.739015,244
2306,34,5430.6513,18,8.3234874,21.519833,19.708544,33.784975,62.711047,205
904,32,6147.76,13,7.0623866,26.235071,20.559819,29.77602,49.11495,54
1225,35,8837.8284,20,8.5807202,31.326588,21.761227,32.66307,56.990918,151
596,35,4194.4692,18,7.8511152,26.88516,18.292733,34.016352,50.303353,52
644,33,8144.0302,11,8.0705347,37.88238,21.727101,32.59929,47.382791,73
832,29,9216.8276,11,8.1622105,25.564351,23.040316,34.5123,42.363114,110
1883,34,7971.7283,14,9.7163916,19.630674,21.389087,32.434845,60.75635,269
3142,28,11029.623,24,9.8515898,21.260098,24.025372,27.102749,58.620839,591
2604,36,7820.0954,24,12.13899,18.638001,20.9161,30.268928,68.141904,373
1071,30,5522.8229,10,6.5824543,30.652507,20.507928,33.97063,47.511516,83
310,28,8551.9634,8,7.1027403,37.349071,22.767705,31.221229,32.907624,28
1590,30,8848.7152,20,8.4252164,30.747158,22.649676,31.13582,51.738562,165
922,34,6420.1933,17,10.982948,25.365991,20.342451,34.126391,52.476717,113
434,34,4497.2584,11,8.9978126,33.917988,18.908319,29.921291,45.616471,44
1762,35,6103.0674,17,8.622122,29.516122,19.80071,32.070261,61.822156,140
1876,35,7368.3323,17,8.9385063,27.026098,20.847143,29.260669,61.759547,207
2123,29,7619.5857,26,7.1411632,44.157585,22.149435,27.956306,53.181797,229
1219,33,8133.8673,22,8.4181824,35.591562,21.680191,29.895088,53.94418,114
1118,37,4891.74,17,8.501488,29.064598,18.235988,30.311214,59.794884,75
1261,33,6531.1894,12,7.4927748,27.537792,20.723215,30.916079,53.453491,117
1283,34,2799.5856,17,6.8987967,43.856421,17.478092,31.190911,55.036656,74
1575,34,3765.52,17,7.7044982,35.762985,18.267529,29.661081,58.008919,108
2964,35,6758.1045,16,5.7322181,26.823513,20.495557,31.19163,67.950193,424
1499,32,7656.4662,16,7.2251096,25.754168,21.67809,28.390954,53.667611,165
1936,32,6458.9795,19,8.1249631,26.502265,20.736253,26.635309,58.238448,173
3419,36,10656.248,23,8.8307056,28.021341,22.600189,31.775521,73.195529,602
1170,35,4507.1048,14,7.0732265,29.2929,18.737072,28.818564,55.61947,77
2007,34,5521.0857,20,6.404012,39.844942,19.763034,30.087785,60.852922,182
1636,36,4045.9323,19,11.548775,23.117011,17.84125,30.017436,62.219142,97
858,36,6407.1114,24,7.0347069,40.776078,19.803801,32.57181,55.352581,70
228,33,5261.3336,4,6.0583133,38.459504,19.786481,31.950192,39.089786,22
260,37,5087.0059,17,8.8201551,39.2544,18.517819,29.604685,47.421052,57
1165,30,5520.4155,10,7.9350106,33.55283,20.497621,30.442136,48.496503,78
996,22,5095.4279,13,8.1680489,33.072425,21.338541,32.141208,33.432235,47
1124,37,6506.6833,16,7.2840696,45.760828,19.748937,32.38264,58.852128,83
577,33,4035.5318,13,7.8453375,34.344631,18.712975,31.346476,46.599486,59
1582,27,7068.1589,12,7.6767498,40.891088,22.062137,29.995285,46.292132,105
1567,37,6347.3082,18,7.5612168,29.67178,19.661281,31.610354,62.389215,146
932,37,7495.3622,16,8.8208208,35.363276,20.434677,32.364647,57.263768,100
2032,33,7408.0141,24,8.646306,22.728028,21.170416,31.712501,60.585695,232
484,36,3003.7239,9,6.9706102,33.789972,16.870854,32.220677,50.253501,43
747,32,7833.0516,8,8.4938913,29.3592,21.676934,30.101127,47.382901,80
1229,37,3176.0241,19,9.0374809,24.557797,16.579721,27.641957,60.880461,65
630,37,7286.567,20,8.2779865,41.948946,20.325463,33.291516,53.477662,80
2487,35,6139.6026,27,7.5386275,23.7215,20.003999,32.785628,65.469944,249
2758,27,10611.222,17,8.1020851,23.979174,23.91655,31.68282,55.09032,508
1589,31,6707.4053,19,9.1393871,27.103273,21.27296,31.031282,52.473646,142
582,32,9876.3805,10,8.2492096,34.861889,22.978293,30.766776,44.138293,76
1944,26,7772.2809,18,9.4953671,23.190371,22.605812,31.089434,47.215403,216
224,33,7976.9169,12,7.1261954,38.519553,21.55673,32.148074,40.02103,47
1043,35,6788.6777,9,6.9482623,43.325601,20.33561,33.541736,55.644511,95
4894,33,10339.196,31,13.672461,14.425111,23.053478,23.445861,74.349185,773
1755,35,8563.4955,12,10.600494,24.249452,21.503282,28.855784,61.914982,269
700,35,4233.514,10,9.4627423,34.066913,18.455454,32.208213,50.913005,50
2151,33,3483.0852,20,10.118572,22.944057,18.354705,30.853397,60.080811,110
1207,32,7622.3143,11,8.030431,20.821673,21.634402,32.89783,51.369429,143
2292,35,6301.2205,22,8.5176082,26.04448,19.969024,29.022055,65.29025,226
1153,34,8028.9483,11,8.4687975,30.549927,21.368148,29.393911,55.357975,113
2598,29,6182.3717,20,10.704269,20.783641,21.203147,28.444863,56.64977,315
2266,33,4044.0648,18,7.6390178,31.026285,18.756695,26.820528,61.347237,121
1572,36,3344.6579,17,8.3540665,32.554598,17.292416,33.1199,61.159626,87
1197,34,7134.4212,18,7.9578773,26.221344,20.799411,30.837871,55.520931,110
1605,32,4073.8204,15,9.7334181,20.369294,18.96062,31.895679,55.528452,92
1271,33,7157.6883,10,8.1742745,27.150198,21.12493,31.67711,53.754896,111
1351,38,4517.3744,22,9.5727017,25.451974,17.541499,32.496748,63.560153,91
2980,23,11278.858,15,6.8190044,26.251276,24.620085,28.611418,42.78098,335
887,35,6205.4993,15,7.2836871,35.054161,20.077516,31.784024,52.861783,78
885,32,5211.5664,12,8.8316657,29.358047,20.017138,32.943766,47.784124,64
1403,31,4674.8452,18,8.7826573,26.380724,19.735315,28.284716,51.743034,84
927,35,6858.3404,12,7.9851985,25.63819,20.358143,30.941614,54.660651,89
545,38,7590.7996,11,7.5755344,42.821431,20.176433,31.524418,54.677915,67
2135,37,5112.1045,20,9.7067906,23.415327,18.614198,32.270525,66.641739,154
1219,33,6334.67,12,7.9802601,35.481966,20.440192,29.130054,54.198764,99
514,36,6498.5328,13,7.8561904,38.547876,19.94943,33.638317,50.491489,55
1133,29,7692.4475,12,9.50432,26.725154,22.129844,31.042201,46.062881,94
1304,35,5024.3736,15,7.4701596,37.68718,19.044704,32.091738,57.57484,93
271,31,8519.9466,3,7.0517614,43.89031,22.320729,32.412796,37.104348,25
603,36,4654.3964,10,7.0633902,33.419902,18.347655,32.74306,52.368558,66
421,37,4530.9836,21,9.0882559,30.02481,18.009679,32.204682,50.831211,55
2363,36,9206.2355,20,7.0544065,30.186439,21.796886,30.430462,66.846407,361
1305,34,6173.0873,3,6.6953148,35.574363,20.199317,28.038288,55.865524,75
2367,35,7596.6349,17,11.963837,21.756108,20.8861,27.1902,65.849273,331
1857,33,7403.8482,20,8.2526039,29.915916,21.344593,28.43151,57.908788,186
1788,32,5617.5209,11,8.8047787,25.829911,20.169493,33.431474,56.894357,140
955,36,4840.7603,18,8.1433602,25.215515,18.568649,32.658987,56.174243,87
1628,36,7966.0029,20,8.3208882,31.248661,20.979962,31.727286,61.918029,173
614,35,7308.0014,5,7.7954936,40.762853,20.687853,34.205448,50.878554,69
929,34,6734.9796,8,8.3494624,42.20329,20.515676,31.536531,52.932379,45
965,33,4619.2666,9,8.7528783,31.081941,19.274231,31.953815,50.740201,48
1560,34,10771.096,17,8.1064697,33.502414,23.000833,33.471559,58.782161,241
428,36,6976.6353,9,7.5099444,40.231671,20.35317,32.4788,48.765178,49
589,36,7794.9971,16,9.0009666,34.529996,20.79121,32.352984,52.220459,61
1559,39,5180.1064,12,8.7254043,32.639749,17.777404,28.581846,66.9882,110
2731,34,7777.3578,15,10.582787,20.788985,21.227571,30.289161,66.403852,432
1695,36,2538.8423,21,7.3082775,37.573682,16.324197,32.037963,62.827189,99
1102,34,3739.8276,14,7.2196343,34.639185,18.221552,29.770494,54.080229,63
1373,32,4341.2884,20,7.681661,32.117421,19.314377,28.415205,52.688772,82
1467,35,6058.1229,22,9.4291815,22.357963,19.964024,33.184831,58.257069,119
3275,41,7710.8456,23,5.2922447,25.520417,19.535435,31.05882,79.46594,513
1355,32,4794.2755,16,8.172782,40.087197,19.546419,28.309803,53.462028,60
2200,41,5115.0089,18,11.616749,26.22585,17.10485,25.454176,74.033155,128
1350,36,3957.6006,12,8.1230357,29.951977,17.750105,30.344743,59.989937,78
885,38,5974.3277,9,8.8664237,32.269284,18.783196,34.44386,59.495247,68
1648,30,6551.1067,16,8.0361848,29.71064,21.299717,27.966035,51.68828,118
2308,35,5708.8241,13,9.1189415,31.116079,19.586508,27.399537,64.932581,198
476,34,8600.2375,15,9.9010488,26.53993,21.808627,32.110226,46.713153,88
730,29,5523.6605,4,7.7076399,40.623688,20.769452,32.475275,41.259616,45
1271,31,8419.0222,14,7.7530265,39.900694,22.179023,34.045245,51.406352,136
1775,31,8235.4233,26,10.617656,24.533231,22.15546,29.607413,54.616899,193
817,34,5467.2841,16,7.2568013,27.560144,19.596285,30.720351,51.519437,94
973,33,3578.7799,18,7.6620238,32.624521,18.459701,29.23958,50.448522,56
1912,34,6086.0151,17,10.149854,21.00667,20.125323,28.58665,60.635804,183
613,30,5380.3614,13,10.491922,26.225697,20.418224,30.869896,42.084866,71
2304,37,6610.3547,22,8.1860241,35.929334,19.859317,33.995934,67.518136,238
2129,27,10462.406,11,9.3989468,28.030922,23.912724,29.473589,50.091246,385
977,33,3060.7442,17,9.3127397,33.629014,17.874049,33.599819,51.259598,55
1945,33,7980.9651,23,8.3096568,27.995196,21.699686,32.722345,58.653322,209
2549,35,5140.4343,17,7.8597702,23.455013,19.147116,28.998636,66.321521,248
1652,32,5775.2435,20,8.7971849,25.264945,20.41152,26.355596,54.88223,119
2125,34,10196.629,17,10.275527,30.546489,22.770928,29.633921,62.034615,388
1506,31,4571.2709,10,10.140891,23.634075,19.72748,31.999456,52.021638,110
1421,35,4618.645,17,9.9285817,24.130393,18.790693,34.002843,58.050065,80
1355,36,8061.7759,20,9.4290622,34.241052,21.15807,30.059311,58.915156,143
779,36,9042.4842,18,10.307533,28.296429,21.759018,31.426115,53.513414,93
916,32,5182.3847,7,9.3237103,29.449347,19.951783,30.159671,48.463002,68
1386,36,3459.905,10,8.2531817,30.589748,17.299819,30.830822,60.181763,71
2247,34,7582.9828,24,12.180788,19.604929,21.250633,29.361981,62.28357,303
1004,39,6576.2465,21,9.4487857,25.187506,19.185264,28.824871,61.220019,77
2739,38,3143.7459,24,8.7683181,24.411774,16.274201,30.385095,72.505515,142
878,34,6929.2104,9,4.5983005,34.665033,20.721067,31.343224,51.867525,92
1932,36,7026.0987,12,9.1072114,19.815098,20.308934,29.061407,64.186827,222
624,33,7647.9798,17,7.1432626,41.26455,21.399503,34.339636,47.220862,58
848,36,6303.5766,10,5.4512846,47.988479,19.718291,30.625821,55.278447,60
1082,29,6388.3008,18,7.9523194,34.050512,21.304428,29.876486,45.65273,82
1579,31,9966.3797,10,7.8863326,26.172487,23.162733,32.117546,52.77392,260
3175,27,7044.9329,13,9.2829567,25.821441,21.988789,28.801738,57.30175,472
1491,30,5715.568,20,10.403724,26.280715,20.612377,30.564758,51.555929,108
1122,30,7279.9446,16,9.3879972,26.390231,21.757724,31.348861,47.25984,104
1816,28,9909.9277,13,8.0212284,29.317355,23.542223,27.219055,49.339989,250
676,36,4313.1268,20,6.148861,42.278555,18.057683,30.668834,53.255692,64
1338,26,8530.8495,14,6.5311238,38.21695,23.010839,31.385828,42.664845,119
1760,33,3987.1403,17,6.9658423,33.772541,18.631842,30.091939,58.370148,112
1199,29,8150.1418,21,9.0898027,35.319027,22.390501,29.954683,46.792836,100
1287,34,7376.9248,11,7.5364235,29.38526,21.12729,32.141882,55.067597,135
1545,36,4656.2662,12,8.3432963,29.066826,18.557887,31.982967,60.589416,141
1740,37,6420.4644,17,9.367666,21.99753,19.736279,30.581508,63.574928,176
2957,35,9356.622,21,10.488359,23.224722,22.141526,30.349129,68.299954,498
3320,36,8243.6841,23,10.778709,19.632681,21.103131,28.41699,72.765491,529
1978,35,3317.9294,23,6.478154,37.506042,17.595439,25.542696,62.42278,92
599,33,6846.2587,6,9.1209028,33.352649,20.926779,32.470298,46.357932,46
1692,32,7868.9434,15,6.6688424,28.703823,21.77947,32.650074,55.469354,195
1023,29,5159.6802,14,8.1526076,40.169172,20.566217,31.603785,44.066739,57
753,35,9420.1066,9,7.0160441,45.002025,22.194695,31.779938,51.500642,99
1978,38,7590.3269,17,8.7629329,25.173602,20.091635,30.720281,68.387121,224
1793,32,7897.9742,12,8.1732303,26.345494,21.818989,29.261023,56.018063,235
1269,34,7131.6818,20,10.123245,28.905875,20.807581,31.195495,56.094654,113
1144,38,6379.5555,16,8.3235112,41.97596,19.3072,30.740157,61.024865,97
837,37,4557.5888,15,7.6156391,33.345355,17.97828,30.934156,56.73041,60
413,32,4724.7244,10,7.2645924,40.669233,19.442253,30.227784,42.819039,32
490,38,5841.2779,10,6.6514048,33.647268,18.948357,32.058656,53.030675,63
689,36,5617.5015,10,7.8585391,29.979485,19.381038,30.744402,52.152557,61
1120,36,3376.4187,19,7.9610263,42.819308,17.364974,31.275882,57.103014,74
1542,38,6749.3339,17,9.6576582,24.603189,19.629808,30.458397,64.204961,156
1584,41,4120.6329,15,7.5397469,32.452095,15.98138,30.625505,70.160114,83
656,35,3287.5991,12,7.6432065,43.75046,17.563045,30.04929,50.553653,44
1980,34,6394.0947,21,7.4065948,22.958567,20.374194,33.199768,60.941415,189
1745,35,7571.9097,18,9.6223093,24.006709,20.845197,31.308696,61.835035,193
2716,35,7025.4661,22,9.3640606,21.080083,20.652644,27.961237,66.779024,339
3059,19,13200.224,8,6.9150594,22.649315,25.612168,32.458042,29.090287,178
1404,35,7371.9436,14,6.7857062,37.182321,20.773577,29.525227,58.709859,147
1049,32,8036.9838,14,9.0121949,26.756557,21.944066,33.204281,49.370297,130
1996,29,6456.7193,19,7.8880501,29.19275,21.304418,32.548444,53.572172,177
2343,32,6222.9602,12,9.7135551,22.730375,20.67784,31.304571,60.07663,279
1807,37,6262.2685,16,8.020506,42.225906,19.54523,31.300041,64.464532,172
4295,29,10654.631,21,14.005917,12.413052,23.789138,30.505986,65.100405,796
1293,34,6493.3451,12,8.7063596,31.262452,20.44017,31.145955,55.693517,123
1747,37,5290.6824,15,8.5644425,29.652433,18.570552,30.597749,65.010701,123
371,33,5904.5174,10,7.7830425,46.859585,20.240416,33.684177,42.795126,37
1036,36,7829.0164,13,6.4664853,43.042749,20.996017,29.280935,56.061506,107
397,34,6488.4277,5,6.3502718,42.100527,20.494537,30.458644,44.587397,13
1330,37,3734.5148,16,8.8401017,34.790567,17.254921,27.739611,61.215494,72
622,32,5651.8538,11,9.1982664,25.089283,20.350917,31.35131,44.481613,61
959,40,2683.8429,16,7.1599312,33.340054,14.952193,32.497379,62.6383,49
828,33,5094.9746,17,8.1755223,30.522328,19.62671,30.631836,49.428225,87
1296,33,4593.3382,24,9.4569711,30.758007,19.161981,34.259178,54.511275,85
2208,41,5739.9408,24,8.3157881,26.419373,17.593513,25.297305,74.540461,146
2818,32,7266.836,17,8.8282208,28.07927,21.289799,25.66186,63.704982,362
1746,31,7516.4584,14,7.1561002,27.364021,21.651001,28.881256,55.016878,193
1027,38,5688.4003,18,8.2203682,32.526477,18.549644,31.914849,60.890008,101
1545,34,6524.821,11,7.5807922,32.015298,20.422654,28.172368,58.074765,129
902,32,6387.7761,8,7.2830282,32.691668,20.685056,33.421269,49.443499,65
806,34,5939.2477,18,7.5301846,32.793059,19.932211,29.560249,51.581194,73
581,36,4845.5752,15,7.8406113,32.508765,18.640488,33.170069,51.346132,49
391,40,5921.3213,17,6.6231011,45.447196,18.052757,30.873776,56.30863,66
1361,34,3007.7359,12,8.5369603,25.56671,17.656661,30.602973,55.809657,67
1955,33,7029.7462,18,7.5653799,31.618318,21.006515,32.248651,59.342278,213
1566,37,8722.9662,18,7.9842302,25.66258,21.36754,30.730456,62.258197,216
1403,36,5082.8695,19,5.9360783,30.461129,18.755122,28.72743,60.384714,103
1423,37,6206.198,22,9.2001662,30.269266,19.394601,32.096976,62.162247,101
1029,35,4665.0004,12,6.3467007,40.652,18.653354,30.184805,55.56871,77
3192,33,6914.1136,30,8.4868451,20.905521,20.981721,30.150449,66.355372,404
1251,34,6363.7303,11,8.5707143,31.137251,20.346699,29.154137,55.326307,92
578,36,7325.9763,18,6.9917805,43.37644,20.546576,31.343667,51.471697,77
1194,32,3969.7687,10,8.4388554,30.062501,19.040293,31.521833,50.906132,59
1022,35,3124.0279,9,7.3462002,32.414427,17.409532,29.34881,54.668267,53
1320,38,4616.7634,21,8.2702674,25.364099,17.845761,28.172776,62.299612,76
1136,36,4671.5914,18,6.7473343,29.411476,18.335195,31.472098,58.412519,81
860,33,6109.6749,22,8.8541795,31.258263,20.28125,28.934049,50.592038,59
449,33,6388.0532,10,9.594416,29.904555,20.558274,32.362918,44.456493,61
1097,33,5521.3565,13,6.7011558,36.199611,19.942687,31.290955,52.314414,89
522,36,6447.4528,15,7.4026528,46.029726,19.866406,33.764598,50.894655,60
1339,31,5632.2108,13,7.5998953,35.297249,20.428635,33.28479,51.345141,98
2170,37,5787.6798,15,10.020283,27.123106,19.108534,28.475729,67.259895,185
3773,39,7054.1955,28,13.461784,18.214531,19.348599,26.49146,80.247,508
1823,34,8219.2038,12,8.0880741,24.390181,21.674565,27.63316,59.293305,239
1731,34,7231.1387,29,10.916279,21.25866,20.848146,29.661264,60.01415,167
2308,34,6835.8171,20,7.5531152,29.298471,20.667919,27.400343,63.250432,268
1746,35,5581.6487,24,10.135356,25.259878,19.367908,28.925325,61.863078,121
2550,34,5615.6984,23,10.218802,15.196029,19.667993,32.056602,65.429726,264
1274,35,6248.7394,18,7.6382467,40.238879,20.016846,30.167095,57.246889,112
1507,36,3120.5517,15,7.5331005,25.498662,17.005223,29.449885,60.984297,72
968,31,6795.6485,9,6.3709932,37.672458,21.205227,28.993305,48.064238,72
909,34,4422.3123,18,5.8172315,33.047314,18.872796,31.240474,51.742794,72
1006,32,4500.1617,20,6.6027473,39.905126,19.327559,31.693967,50.115172,70
2082,34,7495.9103,15,9.2015761,24.991807,21.14074,29.594709,61.616222,266
1461,36,7341.3584,12,9.1990635,25.134941,20.4934,33.823379,60.960042,178
415,38,7346.7884,18,9.9519577,30.18619,19.932518,33.297954,53.0145,61
3124,31,8309.1402,21,8.8707303,28.185599,22.131977,30.86415,63.696351,492
1939,36,5970.7801,21,9.9007119,27.242892,19.580274,29.964287,63.818792,143
523,28,3074.8522,8,8.4108987,30.658163,19.139092,31.018575,36.307044,29
1146,39,6463.4821,14,6.6060767,34.271386,18.921032,31.348716,63.460619,103
1567,38,6743.8827,16,8.3250012,30.528807,19.702807,29.399565,63.957234,129
905,37,7686.2726,24,6.7969962,30.657458,20.638533,32.492694,56.532594,123
1331,37,8106.9487,13,7.4996908,27.578823,20.785736,31.339966,61.516788,148
1672,34,4026.6526,11,8.5498497,34.875537,18.540249,27.523679,58.48778,75
2290,32,5077.3561,15,8.775552,29.787401,19.825081,31.183437,59.85845,174
582,27,7678.0891,10,8.5257241,34.171992,22.460709,29.980432,35.343636,56
760,40,8531.5982,21,7.3161205,45.411678,20.391389,33.078973,60.252512,103
977,35,5500.5376,11,7.6117413,32.291222,19.436344,28.846815,54.466513,77
1538,28,5253.3928,13,8.3139489,31.987924,20.76607,30.052221,47.353412,86
2601,39,6255.2537,15,9.8988331,24.209862,18.905467,24.914851,73.025224,271
3250,37,7578.7507,24,7.353444,22.073295,20.500158,27.648178,73.349002,491
2017,38,6527.2372,20,8.092058,32.78982,19.437414,31.573701,67.735431,198
2082,32,8125.0102,16,9.1942496,28.296809,21.969953,29.579472,57.93689,284
1305,33,9526.4642,16,8.2714738,44.331429,22.498819,31.292156,54.873606,160
1336,37,4905.6766,13,9.8927966,29.034709,18.420925,31.977564,60.821268,96
885,35,7452.1225,4,8.5789252,44.794791,20.92247,33.485165,53.15315,75
1800,31,5341.3979,21,8.8798785,26.543731,20.198588,33.012259,55.159084,136
2491,31,9227.6071,17,7.2792087,25.431179,22.791135,27.62897,58.729432,411
2551,33,7350.5644,8,9.065262,25.542501,21.207158,28.742058,63.284416,378
1211,32,5640.568,14,7.8929977,20.442924,20.348086,31.823645,50.926189,107
1574,30,5754.4252,18,6.5649046,33.633956,20.757985,32.400866,51.152684,147
1919,31,4127.6161,18,8.5576169,26.859716,19.258115,27.826383,56.05486,95
1035,37,5376.7165,23,7.7742729,36.888857,18.647369,33.970993,59.058028,108
1584,34,7474.4566,11,8.4949877,27.601681,21.130458,29.942702,58.007342,177
1685,31,6975.5216,16,9.61479,24.486292,21.279937,31.207383,54.767531,179
1824,35,1750.8393,25,10.184405,22.738798,15.880623,28.438799,61.970782,64
993,37,4926.9707,13,9.4997964,24.194121,18.208929,29.922114,58.890275,91
2602,37,4810.4604,28,7.9356627,22.494539,18.182241,34.164493,70.39613,206
2234,32,10905.142,12,10.146097,28.308504,23.464923,32.320198,59.546731,454
260,33,6281.8631,11,7.8914115,43.954658,20.455543,30.662946,40.724466,29
729,35,6503.8123,11,7.1136447,31.080157,20.284724,33.063698,51.129561,82
1179,32,8252.6305,15,9.9573771,35.272862,22.017154,32.142799,51.177429,103
357,30,5689.0886,2,10.854469,28.003842,20.657187,32.421893,37.603276,75
2836,40,8133.1666,23,8.92112,27.898159,20.101722,29.159566,75.847085,385
1587,32,6502.1343,18,8.3009751,24.170337,20.895304,28.997899,54.596079,140
1933,33,7927.1764,19,7.4572169,28.371159,21.53533,28.364006,59.685716,234
710,30,4790.6079,8,6.3121543,43.517947,19.941479,32.748104,43.754089,50
1559,37,7168.5426,22,9.5552217,22.217982,20.22056,28.471762,62.693178,163
2978,31,9635.2698,18,8.6286821,20.316867,22.917521,32.056869,62.624222,545
2004,25,7140.1143,14,7.8098648,23.775992,22.368695,30.654187,45.742587,199
2064,34,4571.3961,16,8.9095538,21.875063,18.930455,28.783273,61.712847,136
1895,33,7891.4453,18,8.1806588,27.580509,21.501271,32.533102,59.51419,221
1366,29,7070.8403,10,6.3294317,36.890628,21.742661,29.750536,48.253812,91
721,32,6094.0086,11,7.2702638,32.323277,20.469436,30.464701,47.407656,60
3496,36,10027.391,17,11.684051,24.902622,22.247171,28.130127,73.494056,689
605,35,6256.1124,19,9.5297482,34.630662,19.991887,30.620603,50.292917,35
1770,33,7676.809,13,8.6002353,26.632954,21.497123,24.611355,57.484642,169
1715,38,10165.238,15,6.0517486,24.703472,21.966913,32.456163,65.614633,317
3410,37,7252.1724,27,6.7144573,21.126206,20.1092,24.400526,75.11739,529
1180,33,6143.8889,15,8.8082559,29.86583,20.469598,28.544097,52.569289,90
2730,35,6757.3347,13,7.8733806,25.950352,20.494573,29.668151,66.636365,366
1064,38,6009.4033,16,7.3163382,40.440236,18.958467,30.541966,60.526795,100
1569,38,6219.8272,19,8.985942,38.36807,19.201182,33.004828,64.458738,129
2029,31,6379.0569,9,9.513331,25.615645,20.907215,29.820463,57.00297,253
804,36,4118.4531,10,8.6569721,33.544646,17.846755,30.979096,54.961216,50
1904,35,9826.3997,13,7.7065904,28.668445,22.344127,30.790242,62.436843,319
3049,35,7454.7859,21,8.957795,33.628633,20.772403,31.381003,69.900622,402
1475,36,7405.528,10,9.1288068,26.343944,20.646686,28.450738,60.348275,153
4062,34,4349.7514,24,10.081588,23.087472,18.620699,26.624068,73.433888,488
958,34,7137.5467,16,7.568964,32.502219,20.980533,30.455936,51.818309,89
4315,32,7700.1334,24,10.660495,20.076982,21.592042,28.201721,71.061938,670
1396,32,6283.209,20,10.464577,22.618001,20.682779,33.584584,53.552968,127
1618,31,8073.649,15,8.5910024,25.457656,22.086312,28.221035,53.14502,206
822,30,7503.2473,10,7.8816668,40.285785,21.929482,32.655611,43.7339,69
376,34,5384.1919,13,7.686891,27.345068,19.712524,31.399754,43.920242,57
1184,40,7618.3537,18,11.892744,21.68691,19.58345,31.061186,65.199027,164
1882,37,7614.127,20,9.4830339,23.837596,20.382087,33.383502,66.08783,233
2097,31,5981.4259,13,8.2629355,24.985878,20.624663,25.327502,57.518728,187
472,31,4322.6669,19,7.3024678,29.681034,19.375348,30.573639,41.952697,50
