request method,input size,response code,duration
3,771,204,343
3,321,305,760
3,558,402,829
2,723,108,490
2,562,503,433
3,122,403,231
2,788,103,452
0,37,105,635
0,917,504,495
1,897,404,689
1,384,408,547
3,657,407,324
2,795,101,486
3,367,300,612
1,621,102,264
3,553,400,797
1,362,208,371
0,351,503,261
2,576,205,256
0,275,507,662
0,23,107,650
3,298,301,769
1,394,105,721
0,206,104,474
0,356,507,259
1,607,101,148
2,529,207,262
3,508,109,360
1,605,101,309
1,330,200,330
1,285,105,865
3,289,307,761
1,918,406,694
3,725,206,398
1,270,101,794
3,280,306,982
1,377,403,487
0,1053,206,314
3,161,400,214
0,1061,208,332
3,34,403,676
3,617,306,382
1,950,409,682
2,615,500,494
3,941,109,411
2,589,509,886
0,39,102,603
0,219,105,544
3,190,407,213
1,447,100,733
0,205,504,710
2,557,509,516
0,574,503,222
3,333,304,736
0,901,102,845
0,848,105,837
3,629,406,246
1,327,406,543
2,568,504,524
3,675,408,757
0,563,504,193
2,610,502,893
2,528,505,461
3,573,100,382
1,748,506,226
3,90,400,659
1,258,100,779
2,528,206,309
0,529,509,227
1,218,107,830
2,577,501,445
3,273,302,1007
3,164,402,163
3,581,300,410
1,581,109,317
3,955,105,423
1,631,100,79
0,1021,201,308
3,600,401,804
1,318,405,571
0,598,504,235
0,227,500,659
1,912,403,731
3,746,209,339
2,606,506,887
0,1062,202,391
1,202,103,832
3,725,206,394
3,35,405,698
3,30,402,692
3,556,106,431
3,248,301,1035
3,243,303,1034
1,372,107,735
0,535,504,206
1,464,105,701
0,181,104,552
2,539,502,908
1,944,405,716
2,499,207,265
0,218,104,543
3,331,304,712
2,499,205,334
0,385,500,304
1,376,201,386
3,623,406,331
1,653,104,313
3,608,303,472
3,773,201,332
2,550,206,244
1,257,107,861
3,741,208,413
0,962,502,456
3,943,104,486
3,706,402,754
0,950,500,490
1,609,101,102
3,542,404,889
3,298,307,1004
0,260,109,535
2,572,502,879
0,574,503,256
3,607,404,799
2,595,504,902
1,574,103,126
1,208,106,847
1,655,100,253
0,1030,208,304
2,571,504,527
0,274,501,682
1,591,103,103
1,367,106,682
3,633,307,451
0,531,501,254
2,716,103,442
3,219,306,1022
3,566,408,843
1,523,403,115
1,211,105,790
0,439,507,286
2,780,100,443
3,540,106,441
3,786,504,748
1,564,108,82
2,525,509,434
1,572,404,65
3,330,306,739
3,301,303,688
1,351,405,509
2,560,509,901
0,882,108,853
0,214,102,513
1,371,403,573
1,389,209,353
3,773,202,392
1,248,105,779
2,516,201,324
3,197,408,153
0,60,104,571
1,376,404,492
3,572,404,894
2,537,201,327
3,582,306,439
3,33,405,696
3,803,205,331
1,430,108,720
2,768,104,473
0,998,509,420
3,897,105,450
2,609,507,471
0,256,504,662
3,796,502,781
3,279,304,643
3,811,505,773
2,800,101,513
1,597,105,279
1,267,109,775
2,605,500,486
1,509,404,51
2,1051,109,266
1,385,200,368
1,398,105,712
0,355,509,311
3,353,307,690
0,252,508,626
0,285,500,670
3,339,302,644
0,521,504,226
3,707,401,326
1,246,100,834
3,714,409,757
2,1015,100,258
0,215,105,493
0,236,509,647
2,981,104,294
3,348,308,709
0,228,507,653
2,576,205,271
3,828,502,772
3,800,500,829
3,761,206,336
3,736,200,345
0,541,509,243
0,964,504,402
0,907,102,845
0,273,509,655
0,249,504,654
0,936,501,482
3,518,105,360
3,631,306,447
3,713,402,298
1,598,108,328
3,82,402,689
0,203,508,686
2,737,106,452
3,520,101,394
3,299,303,685
1,218,106,785
2,713,103,467
2,955,107,276
0,1066,205,382
1,409,209,338
1,893,405,696
3,275,301,658
3,337,307,675
1,542,403,78
3,328,309,607
1,395,100,689
1,260,105,865
1,282,100,846
3,936,108,434
0,827,101,846
3,22,405,705
3,359,300,676
3,212,404,161
3,173,405,197
0,373,504,309
0,515,504,258
3,916,103,423
0,431,502,284
2,991,106,293
2,1044,102,297
1,380,404,526
2,808,104,508
1,222,101,840
1,280,107,829
1,565,103,233
1,902,408,689
1,385,403,485
0,1000,502,490
1,388,201,358
0,977,501,449
3,360,303,697
3,560,301,474
3,799,206,386
3,569,102,364
1,386,208,364
1,382,100,665
1,713,500,215
3,310,304,1039
3,760,205,367
2,972,105,317
2,629,504,851
0,557,509,258
3,563,108,439
2,1016,107,301
3,247,303,1011
2,973,106,313
3,300,308,625
2,635,505,860
1,250,100,854
1,867,409,760
3,298,309,1059
1,654,106,321
3,206,403,146
1,581,406,125
1,605,103,321
0,882,106,893
3,285,304,1032
2,1001,103,309
0,211,105,522
1,398,105,644
2,995,100,307
3,72,408,701
3,293,301,741
0,195,102,543
3,737,206,421
3,215,303,1006
1,510,400,93
3,755,403,731
3,684,400,767
1,582,104,296
2,566,503,911
3,54,400,694
3,589,102,449
0,210,503,629
3,780,501,760
3,714,203,352
3,714,404,286
0,992,503,496
1,558,102,101
2,1012,108,291
1,717,501,230
1,903,407,674
2,574,507,432
1,416,401,516
3,292,308,995
2,791,102,516
3,123,405,138
3,694,400,731
0,1102,202,308
0,950,506,421
2,554,503,491
0,954,501,432
2,784,102,494
1,557,106,133
3,672,401,748
1,954,401,670
2,575,505,446
3,891,104,484
3,273,304,694
2,801,107,450
1,260,100,842
1,653,109,237
3,579,300,429
3,552,300,443
0,221,103,538
0,930,506,463
2,612,508,904
0,187,100,487
3,338,309,637
2,604,509,512
3,897,108,413
3,665,407,287
0,94,100,557
0,234,105,534
3,586,104,366
3,909,107,437
0,889,105,914
1,947,409,684
3,333,302,758
3,182,401,138
3,85,405,720
1,628,108,64
1,887,408,735
3,177,409,221
3,630,404,301
3,889,100,452
2,558,505,432
3,361,304,730
3,785,203,421
3,762,202,372
0,236,103,499
0,592,504,268
2,495,208,336
1,594,401,57
1,599,407,138
0,20,103,607
1,586,107,249
2,1050,104,320
0,593,501,228
0,272,108,524
0,85,108,618
2,558,203,294
3,897,101,457
1,462,107,734
0,419,503,254
3,659,407,239
0,561,503,185
1,349,208,330
0,990,501,461
3,757,204,394
3,721,409,753
2,1003,102,246
3,571,305,445
1,521,405,135
1,243,108,785
0,38,107,609
3,201,404,139
1,631,109,73
3,111,407,712
1,756,508,300
1,237,101,827
0,207,507,664
3,689,404,732
2,596,506,486
3,535,305,426
0,932,505,400
3,239,301,1016
2,613,504,861
3,102,407,676
2,573,504,835
2,620,504,480
2,716,107,472
1,378,102,740
3,711,405,323
0,71,104,613
3,362,308,765
2,964,105,228
0,243,108,526
3,120,408,175
3,684,409,801
0,256,506,661
0,19,100,625
1,328,200,349
3,731,208,340
1,658,102,316
0,828,101,879
1,390,205,352
3,84,400,633
3,762,406,750
3,240,301,1001
3,221,309,989
3,785,502,748
1,218,102,787
3,620,409,872
2,759,108,440
0,1081,200,371
1,859,400,722
1,403,209,395
2,575,501,444
3,284,307,1048
1,252,109,814
3,314,301,717
0,23,100,554
2,594,507,464
1,555,105,133
3,559,404,846
1,783,509,302
0,922,101,830
2,604,508,462
1,244,103,770
2,1044,105,298
0,228,505,630
3,555,105,403
3,743,404,733
0,1085,206,339
0,259,505,700
1,332,200,369
3,335,307,676
3,102,403,653
3,364,309,688
1,237,107,865
0,567,509,189
3,684,408,721
1,629,104,93
0,1097,201,391
1,569,101,133
1,264,109,865
3,716,409,787
3,527,102,400
1,277,105,819
1,782,502,265
1,349,205,381
3,556,404,863
0,258,509,686
0,405,504,297
1,952,409,708
3,886,100,469
0,14,102,643
0,255,504,641
3,322,307,697
1,376,401,532
2,769,105,498
3,232,301,1027
0,912,100,866
2,557,509,498
0,847,101,884
0,263,107,550
2,549,508,854
3,760,203,382
1,391,203,353
1,321,405,498
1,592,105,232
3,780,508,774
2,519,207,266
1,779,504,253
1,406,208,344
1,390,209,337
3,609,400,801
3,591,401,830
3,505,102,378
3,327,305,672
2,533,501,464
0,231,109,561
3,754,506,771
0,853,100,836
0,220,105,566
3,544,302,473
3,494,107,427
0,972,507,490
1,411,408,541
0,260,509,661
1,894,405,754
1,538,405,72
1,282,108,841
2,579,505,925
3,950,104,464
2,1001,104,305
0,354,507,310
1,636,100,279
3,505,101,405
1,612,108,132
1,747,503,268
0,944,502,444
3,515,106,400
1,435,100,662
3,120,401,234
3,702,402,254
2,545,509,882
0,365,508,278
3,752,502,819
2,556,501,454
2,1019,106,309
3,71,400,704
1,258,101,792
0,924,501,474
3,647,409,259
2,1009,101,305
3,306,308,1004
1,376,206,343
1,628,108,280
2,551,500,896
0,203,106,522
0,364,506,256
3,290,300,625
3,318,309,739
1,641,108,316
0,935,502,420
1,592,407,112
1,270,107,845
2,780,108,500
0,848,106,878
0,78,104,597
0,1115,204,306
2,571,502,862
1,536,400,140
1,268,109,832
3,704,405,262
2,770,109,497
3,526,102,371
0,355,506,231
0,964,501,416
3,291,308,725
0,276,104,474
1,558,109,61
0,580,509,221
1,716,509,238
3,544,109,380
3,287,301,645
2,624,504,894
2,962,103,324
0,546,501,230
3,817,503,759
3,644,400,291
1,512,401,120
0,243,100,506
2,578,204,249
0,199,106,491
3,519,100,384
0,533,507,210
0,376,501,235
0,365,507,242
2,519,201,328
1,242,109,800
3,565,404,841
3,511,101,434
2,1015,102,266
3,821,503,766
1,722,507,296
2,594,505,433
1,401,207,393
1,368,203,366
1,335,207,378
3,326,300,730
1,631,102,251
0,1105,200,357
3,309,302,1026
2,773,108,504
2,581,504,838
2,761,108,485
3,772,204,360
3,682,409,771
3,979,105,400
3,677,409,278
0,378,505,275
3,896,106,480
1,385,108,665
3,581,404,810
0,387,500,261
1,321,409,482
1,610,109,94
1,888,402,711
3,608,409,873
2,1023,103,311
3,591,101,444
3,620,402,847
3,268,302,1056
3,217,307,1032
3,963,104,461
2,600,506,467
1,450,104,689
1,337,203,356
0,547,508,259
1,342,402,497
1,608,409,136
1,578,104,300
1,782,503,217
1,563,102,283
0,259,500,690
3,967,105,428
3,296,306,655
3,755,508,784
2,540,502,436
1,352,208,370
3,633,302,405
3,319,305,619
2,972,104,276
3,789,209,365
3,708,402,787
0,907,503,439
1,760,503,279
0,352,508,263
2,1035,105,232
2,570,507,452
3,301,303,717
3,230,309,1054
0,437,500,240
3,296,305,1046
2,618,504,447
2,960,104,268
2,727,104,461
3,542,409,895
0,44,107,554
2,564,504,911
0,440,505,264
2,563,204,242
2,1044,105,317
3,659,409,242
0,445,507,314
3,580,408,835
2,485,203,295
3,791,507,806
1,593,105,115
0,381,503,237
3,735,503,770
1,865,404,684
3,352,301,641
0,973,506,399
1,536,408,128
0,913,102,835
1,323,406,549
0,268,502,642
2,714,103,497
3,219,300,995
3,238,300,978
3,15,404,713
3,756,408,783
3,808,208,422
0,907,104,831
3,287,302,986
1,592,102,148
3,699,400,252
0,1078,204,382
2,999,108,230
2,989,106,242
3,757,406,810
2,583,509,896
0,47,106,623
1,268,104,812
1,615,102,147
3,758,209,328
1,742,505,281
2,767,103,485
1,640,108,319
2,715,100,473
3,972,108,411
2,531,200,300
0,377,507,258
2,1028,109,321
1,652,105,250
3,738,407,721
3,352,306,708
1,723,505,227
3,546,100,360
1,576,107,308
3,816,509,798
1,365,405,529
1,591,100,86
0,292,504,644
3,677,403,256
3,960,100,422
0,225,101,532
0,215,506,635
1,577,107,153
1,589,406,138
0,1050,201,322
3,762,403,785
3,356,304,702
1,380,204,388
3,292,301,1034
0,1028,203,306
3,764,400,796
3,143,403,213
0,57,102,556
3,675,403,753
1,375,200,409
3,964,106,481
0,905,507,485
1,244,106,819
2,718,100,521
0,181,103,525
3,540,305,472
3,710,401,236
0,182,106,514
2,712,108,427
3,684,400,281
1,408,105,682
3,662,401,330
3,681,409,728
1,581,103,236
3,761,209,346
3,273,302,645
1,521,401,44
1,403,202,393
1,342,407,532
3,505,101,437
2,572,204,247
3,691,407,774
2,1034,109,240
3,331,301,633
1,601,400,49
0,398,505,294
1,556,405,129
3,26,408,716
0,562,503,204
3,626,409,237
3,832,503,784
3,574,401,878
3,580,404,868
3,575,408,839
3,262,302,984
3,957,106,494
1,332,404,539
3,596,403,866
1,718,503,266
3,761,507,826
2,1006,101,289
2,713,101,504
1,552,103,107
3,64,408,662
3,547,300,433
3,581,403,821
2,709,109,439
1,706,502,236
3,358,304,675
2,967,103,248
2,522,507,466
1,769,507,279
2,487,200,307
3,800,504,835
3,591,403,869
3,33,404,724
3,734,203,395
3,915,108,487
0,266,506,656
0,592,502,218
0,862,102,876
1,588,103,103
3,338,307,757
3,579,109,407
3,315,303,659
3,947,102,414
3,660,407,305
3,737,203,388
3,760,405,774
0,1093,202,318
1,771,507,302
3,601,405,841
3,737,500,789
0,31,105,566
1,622,107,278
1,590,100,304
0,997,501,467
1,287,102,852
3,577,107,360
2,503,201,327
0,242,106,474
0,193,105,533
0,287,509,703
0,186,104,494
3,36,409,690
1,385,400,553
0,1116,208,377
3,167,404,175
3,581,106,402
0,212,501,639
1,739,506,218
0,1110,209,342
3,916,109,414
3,91,409,712
1,373,109,664
2,581,506,466
1,388,108,738
3,254,309,1048
2,996,106,276
2,995,108,253
0,1048,206,329
0,604,506,262
1,584,105,272
3,763,507,786
1,766,509,254
3,697,406,726
2,588,500,849
3,324,307,673
3,658,409,314
3,191,408,234
2,583,503,517
2,566,505,438
2,552,507,451
0,20,100,637
3,690,407,242
0,96,109,633
3,552,402,890
3,338,300,738
3,352,302,688
0,1019,208,307
3,736,407,769
3,832,500,843
2,611,509,448
1,360,401,482
1,884,400,688
3,518,102,352
1,320,206,384
3,554,101,362
0,258,103,507
1,636,109,262
1,558,402,77
0,105,106,645
2,999,109,261
3,522,101,429
2,1000,103,315
0,550,505,221
0,599,509,250
0,65,109,573
3,142,405,207
0,415,503,257
3,311,308,663
3,548,107,428
0,272,500,625
1,382,203,338
0,918,102,921
3,305,305,1070
3,755,403,752
0,41,102,565
1,549,100,145
2,623,504,866
1,336,209,359
2,787,103,518
0,350,500,318
3,559,106,367
3,730,205,404
3,136,402,175
3,177,407,234
3,977,108,408
3,270,305,711
0,8,107,554
0,94,106,649
3,920,102,409
0,909,100,873
3,535,304,466
0,79,107,561
3,26,406,637
3,944,107,493
3,163,406,205
3,736,204,328
3,618,301,386
0,448,508,262
1,257,103,824
2,594,505,438
3,264,308,979
3,369,302,679
3,766,502,813
0,203,109,484
3,552,400,836
2,999,107,323
2,489,200,305
1,432,101,674
0,365,500,295
3,823,501,797
1,613,109,317
1,414,101,684
2,715,106,509
3,565,307,452
1,700,503,299
1,215,109,838
1,935,402,696
3,268,309,767
0,1102,203,360
0,968,503,427
1,727,500,226
0,437,505,279
1,407,409,502
1,231,104,853
3,616,407,838
1,784,502,296
1,703,507,295
0,412,503,258
3,57,402,638
1,347,209,331
2,795,101,489
3,596,300,468
3,621,300,429
3,555,306,454
1,574,101,327
3,798,200,389
0,913,101,869
3,614,308,461
0,75,108,621
0,848,100,913
3,696,407,322
2,574,508,875
3,627,305,405
0,248,504,656
3,122,403,191
2,776,104,463
3,188,400,138
0,22,103,554
2,970,104,274
1,249,103,783
3,267,307,1032
0,9,103,562
3,618,403,842
3,792,503,785
2,492,205,277
1,374,403,499
3,714,400,729
3,891,109,491
2,552,209,292
0,243,503,697
3,97,402,681
1,388,206,328
0,25,109,572
3,939,101,478
3,969,100,437
1,632,103,281
1,595,102,143
3,307,307,1046
3,186,409,209
3,750,408,812
1,934,404,734
1,349,204,375
2,998,109,286
3,335,302,754
3,622,302,415
0,560,504,194
1,578,406,55
2,636,500,893
3,271,302,1045
2,581,505,454
3,960,107,404
0,886,101,902
1,713,508,281
1,633,109,144
0,890,102,848
0,1073,203,352
2,591,506,471
2,570,509,826
3,566,305,414
0,285,501,710
3,273,301,672
1,582,408,50
0,284,501,623
2,520,200,244
3,287,301,675
1,774,503,256
0,566,506,177
3,507,104,400
0,415,505,273
0,909,504,425
3,300,305,623
3,525,105,384
1,525,409,95
0,37,106,554
0,422,504,321
3,282,300,1036
3,326,308,727
3,557,105,366
3,759,202,340
2,716,108,450
3,702,400,811
2,545,507,839
1,560,105,299
0,960,507,402
2,546,502,527
3,163,407,161
0,223,104,566
3,276,309,665
0,948,507,466
0,271,109,492
0,999,500,451
2,590,501,914
3,364,304,695
3,595,308,399
3,366,300,688
3,243,302,1071
0,358,501,233
1,386,104,734
0,185,107,530
0,1043,207,307
3,261,300,988
3,151,407,226
0,900,103,876
1,390,401,567
0,945,505,424
0,910,501,459
3,708,404,288
3,784,508,747
1,408,109,734
1,760,501,244
0,1097,202,356
2,575,207,267
2,615,500,829
3,719,402,761
1,380,209,348
1,317,208,350
2,495,203,242
1,433,108,651
3,729,203,336
2,795,102,452
0,249,108,543
3,605,309,459
1,707,503,299
2,733,107,460
3,186,406,136
3,620,409,330
3,924,106,489
2,1038,104,303
3,322,308,719
3,303,309,986
1,242,109,858
1,383,405,517
2,1047,109,315
3,244,304,1053
3,642,401,282
1,629,102,286
3,343,305,682
3,679,409,292
2,999,102,246
1,221,106,776
0,350,507,288
3,760,408,771
2,968,100,286
3,760,408,757
0,412,500,289
0,879,103,918
1,597,105,272
0,356,501,295
3,747,509,776
1,559,106,77
1,643,108,115
1,557,100,152
3,627,401,819
1,378,106,717
1,419,101,676
1,195,105,854
0,237,504,637
0,885,100,840
0,973,508,466
3,692,407,725
1,614,101,284
1,919,403,729
2,570,504,500
2,490,207,288
3,361,308,662
3,98,407,679
3,561,300,426
3,59,407,721
0,262,104,512
3,616,309,475
2,725,101,466
0,917,502,487
3,680,403,236
3,706,403,749
2,727,109,489
0,552,508,199
1,401,404,520
3,580,400,886
0,14,106,609
1,686,502,248
0,915,503,421
2,594,501,488
3,245,301,1005
2,566,501,480
3,302,307,678
1,390,204,345
0,549,501,197
2,989,104,260
3,91,400,672
3,602,307,416
3,770,207,360
2,1020,107,264
2,516,203,240
3,579,300,421
2,578,504,455
0,224,505,708
3,563,402,826
1,562,106,93
3,275,309,1041
2,781,104,449
3,728,403,751
0,513,502,208
3,766,404,798
2,548,203,279
1,606,408,110
1,514,404,98
1,756,507,294
1,712,501,297
1,261,106,848
3,700,400,809
3,947,106,473
2,561,506,450
3,640,408,304
3,771,204,376
0,959,506,436
3,648,401,234
3,319,307,716
0,556,506,260
3,29,400,653
3,304,301,1028
3,664,408,299
3,905,100,460
0,96,106,586
1,366,408,515
1,636,101,267
1,274,103,807
0,235,508,615
0,906,504,457
3,249,307,1024
1,565,105,143
3,525,100,415
0,198,500,696
3,527,104,399
0,829,109,845
0,428,501,237
1,764,509,228
0,896,103,872
1,461,101,652
1,858,400,760
0,406,505,258
1,741,502,292
0,263,107,555
3,653,409,288
1,746,504,236
3,781,201,393
2,778,103,495
3,92,406,715
3,663,404,307
3,537,105,374
3,626,409,824
2,782,101,459
2,556,201,306
3,321,307,697
2,501,204,331
2,549,501,887
1,321,206,415
3,97,404,691
1,562,409,67
3,762,503,786
0,894,102,878
1,617,105,141
1,342,207,366
3,756,203,375
1,588,108,136
3,334,301,683
3,214,405,198
3,656,400,265
2,498,202,245
1,530,400,52
0,215,503,652
0,221,104,509
0,221,102,550
0,88,107,560
3,214,409,175
3,829,501,782
1,626,101,147
2,544,505,523
3,274,303,691
0,848,105,909
1,606,102,237
2,521,208,318
2,556,503,868
3,735,208,367
3,547,106,397
2,512,202,288
2,543,506,884
1,592,402,85
0,876,102,922
0,872,100,859
3,611,305,470
3,561,408,832
0,225,508,709
3,188,406,230
2,536,200,258
1,908,408,697
1,611,107,154
3,164,404,165
0,598,504,231
0,238,508,640
3,291,305,649
1,708,509,235
1,396,101,667
3,715,408,765
2,763,107,457
3,647,401,295
3,523,109,391
1,564,100,272
1,592,107,296
3,279,301,1069
2,497,206,330
2,607,508,499
2,563,507,925
0,103,102,594
1,534,403,101
3,301,308,646
2,540,509,876
0,230,106,481
3,572,304,464
3,348,303,624
0,1055,204,375
3,227,302,984
0,264,502,648
0,210,108,569
2,631,504,857
0,1076,207,378
3,537,403,834
3,612,302,466
3,210,408,203
1,594,102,126
1,225,103,832
2,609,507,488
0,217,500,622
3,573,107,447
3,699,401,762
3,542,407,849
0,1081,208,309
3,804,507,845
2,594,504,839
0,250,502,670
1,589,109,75
2,721,101,471
1,262,104,863
1,580,107,284
1,315,200,404
0,940,503,445
1,657,109,312
3,228,301,1010
0,591,504,217
3,742,504,776
2,782,104,506
1,906,408,712
2,622,507,880
3,548,305,435
2,791,101,494
0,267,505,644
3,18,404,726
2,557,506,918
0,253,506,676
3,973,100,438
1,590,404,54
3,509,105,444
2,556,205,314
3,677,401,817
1,317,201,412
2,729,108,498
3,762,400,744
1,339,402,549
1,332,202,361
3,756,204,341
3,528,100,383
0,52,106,620
0,220,108,511
3,191,400,215
3,303,308,988
1,766,500,213
1,570,104,297
1,351,206,324
1,333,208,327
0,415,503,312
3,339,307,605
3,240,308,1024
3,346,309,698
1,386,400,486
1,274,100,786
1,633,103,249
0,844,103,868
1,440,107,704
3,954,101,442
3,771,505,752
0,434,506,253
1,332,200,333
2,750,103,466
3,710,405,804
3,278,301,725
1,417,400,499
3,296,307,1062
2,584,503,874
3,77,408,721
2,553,504,473
1,387,101,681
0,370,501,305
1,952,406,733
0,46,107,651
3,569,304,445
1,769,504,273
3,60,405,677
3,897,108,474
3,309,304,1046
1,639,102,132
0,891,107,916
1,544,401,105
3,273,300,1001
1,590,100,273
0,415,500,319
1,405,407,546
2,555,203,322
3,613,309,439
3,292,300,730
0,832,101,891
3,775,502,813
1,737,500,280
3,546,109,374
1,322,203,342
3,546,303,445
3,536,107,376
2,569,505,900
1,576,404,86
1,552,106,78
3,225,308,1024
3,644,407,324
3,367,306,695
0,965,506,424
2,526,505,463
0,940,500,457
0,1108,206,340
3,744,506,757
3,711,401,816
3,690,406,741
3,315,300,756
2,747,102,515
1,392,104,662
1,354,403,509
1,780,506,306
1,699,501,223
1,866,406,734
0,404,500,321
1,429,102,658
3,100,408,634
3,781,209,369
3,308,302,641
1,350,206,358
2,495,205,331
2,806,108,512
3,743,503,801
1,896,400,742
1,635,100,80
0,291,503,685
3,804,506,808
3,151,400,144
1,250,105,774
3,927,100,473
2,595,507,895
2,517,201,277
2,614,506,845
3,892,107,433
1,766,507,287
3,611,307,438
1,265,103,809
2,499,203,239
2,540,207,310
3,280,309,693
1,275,102,778
2,604,505,483
3,630,408,302
3,311,301,721
2,803,106,424
1,601,106,287
1,782,507,238
0,253,503,697
0,249,103,474
2,534,201,271
2,582,505,895
1,585,401,99
3,106,401,648
3,595,300,422
1,588,103,320
1,878,401,732
2,574,503,870
1,399,103,699
3,69,408,712
1,407,207,329
1,953,402,678
1,323,208,373
2,627,505,880
1,585,100,238
1,192,102,815
3,157,401,235
3,50,407,680
2,1022,104,284
3,36,401,690
2,607,503,923
0,925,102,897
1,559,409,136
1,414,408,548
1,452,106,681
0,984,505,488
1,898,405,753
3,932,101,455
0,388,503,234
0,1053,206,342
0,255,105,561
1,404,108,701
1,620,105,149
0,997,500,446
0,446,505,256
3,828,507,771
1,370,107,677
2,557,206,298
0,215,109,545
3,370,305,653
0,1024,205,349
1,578,409,46
0,198,501,703
2,546,209,254
3,274,305,1018
2,547,507,466
2,607,500,517
1,441,102,664
1,366,400,505
1,615,106,287
0,537,503,212
3,608,408,799
0,558,501,210
1,324,407,527
3,573,408,862
2,998,109,233
3,589,106,418
1,585,100,298
3,355,303,688
0,910,501,428
3,81,407,677
1,778,508,231
3,746,505,833
2,568,508,478
1,708,500,256
3,760,203,384
3,540,103,371
0,354,507,232
0,232,501,681
3,652,409,234
3,761,405,804
0,412,506,263
1,386,207,356
1,367,104,673
3,260,307,1056
1,603,408,62
1,334,404,553
0,418,505,241
1,741,507,256
2,607,505,490
0,531,502,191
0,207,500,645
1,637,105,307
0,836,102,828
0,363,503,322
3,671,408,810
2,726,107,516
3,277,307,672
2,585,505,879
3,791,505,794
3,556,400,806
3,363,305,758
2,630,504,852
0,265,504,647
0,1118,200,301
0,599,506,188
0,269,501,635
2,607,504,477
2,545,207,299
3,808,503,804
3,563,404,800
3,734,202,380
3,603,402,813
0,443,500,324
2,501,203,297
3,556,300,384
1,366,202,407
3,544,306,406
3,623,307,453
0,247,108,491
0,92,106,584
3,340,309,609
1,700,509,290
0,588,506,181
3,686,404,321
3,576,400,822
1,616,100,76
3,795,203,372
2,521,200,238
3,75,401,673
2,556,504,480
0,1023,200,382
0,433,503,313
3,569,409,876
3,743,400,766
0,946,505,437
3,303,302,712
2,1041,100,245
2,584,509,466
1,384,203,398
1,383,209,350
3,195,407,172
3,555,300,406
2,760,106,487
3,88,404,680
2,617,501,434
0,66,103,617
3,284,302,761
0,926,100,859
3,784,507,818
3,620,402,797
2,563,505,897
3,683,405,816
3,750,406,726
2,531,202,264
1,255,103,858
3,705,400,756
1,782,508,305
2,1029,107,262
3,751,500,818
3,716,402,720
2,1044,100,281
3,218,300,1064
1,368,401,538
3,651,405,253
1,954,409,703
1,527,406,96
3,300,300,1064
1,775,508,281
1,603,404,112
3,544,306,439
3,214,409,229
1,213,105,852
3,954,105,410
1,870,402,678
1,459,101,675
3,316,300,623
1,198,105,847
3,714,408,269
2,569,203,289
2,586,503,501
3,793,507,761
3,96,402,647
0,281,507,680
0,1078,202,343
0,363,505,251
3,320,307,750
3,946,105,435
3,765,505,755
1,414,101,653
3,304,302,678
2,533,503,445
3,317,307,698
3,744,204,381
0,239,503,635
1,579,406,120
3,947,100,422
3,164,409,194
1,860,404,744
2,611,505,903
1,717,503,231
3,363,301,717
3,689,401,801
1,637,103,306
0,279,502,664
1,583,103,309
3,553,104,361
0,222,105,560
1,881,402,751
1,895,406,727
3,658,403,326
3,508,102,417
3,123,404,199
3,121,405,185
3,280,309,758
3,727,402,770
3,122,400,158
3,222,301,1030
0,61,104,618
3,763,405,746
3,288,301,682
1,255,100,818
0,31,101,643
1,521,405,76
3,746,200,363
3,682,404,778
2,1007,104,283
2,631,500,876
3,551,101,439
0,286,500,680
0,913,102,919
0,1100,202,374
3,539,300,433
3,910,108,447
3,611,407,839
3,941,106,433
2,560,509,840
2,518,209,331
3,69,404,643
0,955,509,495
1,388,408,556
1,644,106,292
2,562,505,833
3,754,402,797
3,122,400,210
0,99,107,588
1,634,108,136
1,721,501,278
1,410,108,647
3,555,309,444
3,283,309,641
3,227,308,1034
3,930,103,445
3,600,302,393
0,936,508,478
1,625,107,304
2,527,200,327
3,182,401,137
0,100,103,626
1,886,405,738
3,98,407,657
3,629,406,300
0,60,108,640
2,988,109,284
2,998,105,297
3,318,309,711
1,592,402,103
3,717,404,312
2,1016,106,307
3,217,405,181
2,805,109,502
3,787,200,377
3,335,302,765
2,483,200,278
3,317,304,648
3,274,307,658
0,429,502,305
3,316,301,726
1,657,109,278
1,747,503,234
2,547,204,335
3,84,407,696
3,745,508,813
1,338,402,546
1,385,209,327
2,589,505,480
3,595,300,435
3,601,301,456
3,734,506,751
1,367,401,541
1,379,105,728
3,804,507,752
2,969,106,325
2,1021,104,317
1,386,108,708
0,97,103,583
1,775,505,270
3,767,203,380
2,1046,102,248
3,620,408,264
1,910,406,693
3,753,200,384
3,87,405,654
3,254,302,1040
3,633,406,826
0,213,106,507
0,54,107,639
3,961,109,419
0,1063,208,346
3,806,201,327
0,944,508,406
3,164,403,224
3,546,303,474
0,260,108,528
2,555,500,471
3,760,204,413
3,557,102,421
3,969,103,452
1,225,104,773
1,591,105,327
0,49,104,572
1,386,406,495
3,541,304,447
3,812,506,777
2,621,501,845
1,326,404,532
0,436,504,323
3,947,109,473
3,538,403,829
0,1046,206,371
3,726,206,409
0,104,107,628
3,568,301,419
3,540,103,429
1,733,505,217
1,362,406,479
3,164,408,150
3,358,307,699
3,610,400,829
3,689,405,730
3,761,205,398
1,605,401,119
0,904,507,440
1,386,401,490
0,595,507,258
0,1091,200,322
1,600,103,107
0,384,503,268
3,509,108,450
3,728,404,746
3,729,202,405
2,791,105,437
3,709,409,330
2,756,105,469
